title,tagline,release_date,runtime,budget,revenue,popularity,vote_average,vote_count
Ernest & Celestine,"Bonnie and Clyde, Sid and Nancy...",2012-12-12,78.0,12516654,8109160,11.103202,7.6,142
The Golden Child,Eddie Murphy is the chosen one.,1986-12-12,94.0,25000000,79817939,15.262129999999999,5.6,304
Barbershop,Everyone's gettin' lined up.,2002-04-01,102.0,12000000,75781642,10.297189,6.2,137
WarGames,"Is it a game, or is it real?",1983-06-03,114.0,12000000,79567667,23.161754000000002,7.0,504
Witness,A big city cop. A small country boy. They have nothing in common... but a murder.,1985-02-08,113.0,12000000,68706993,19.195399,7.0,375
Act of Valor,The only easy day was yesterday,2012-02-24,110.0,12000000,81272766,21.958054999999998,6.3,417
Step Up,Every Second Chance Begins With a First Step,2006-08-11,104.0,12000000,114194847,45.477802000000004,6.7,1060
Jackie Brown,Six players on the trail of a half a million in Cash. There's only one question... Who's playing who?,1997-12-24,154.0,12000000,39673162,40.631671000000004,7.3,1514
Harold & Kumar Escape from Guantanamo Bay,This time they're running from the joint.,2008-04-25,107.0,12000000,43493123,26.219597999999998,6.2,497
Chronicle,What are you capable of?,2012-02-01,84.0,15000000,145000000,64.504747,6.6,1935
Time Bandits,All the dreams you've ever had and not just the good ones.,1981-07-13,116.0,5000000,42365581,14.779537,6.6,249
Crossroads,Dreams change. Friends are forever,2002-02-15,93.0,12000000,61141030,6.7033190000000005,4.7,158
Project X,Witness it,2012-03-01,88.0,12000000,100000000,49.070321,6.5,1564
Quarantine,Contain The Truth.,2008-10-10,89.0,12000000,40855419,8.083995,5.5,339
The Eye,How can you believe your eyes when they're not yours?,2008-02-01,98.0,12000000,56309766,11.135734,5.5,281
Johnson Family Vacation,Take the ride.,2004-04-07,97.0,12000000,31179516,4.623609,4.7,30
How High,They've got their degrees all rolled up.,2001-12-21,93.0,12000000,31155435,11.510280999999999,6.3,218
Frida,Prepare to be seduced,2002-08-29,123.0,12000000,56298474,18.422327,7.3,383
Rounders,Trust everyone... But always cut the cards.,1998-09-11,121.0,12000000,22921898,18.422007999999998,6.9,439
Top Five,,2014-12-12,102.0,0,25434291,15.896312,6.3,210
Prophecy,,1979-01-01,102.0,12000000,54000000,8.616589999999999,5.4,25
Stir of Echoes,In every mind there is a door that should never be opened.,1999-09-10,99.0,12000000,21133087,6.044161,6.5,330
The Boys from Brazil,If they survive...will we?,1978-10-05,125.0,0,0,5.315213,6.6,101
Def Jam's How to Be a Player,,1997-08-06,93.0,0,13960203,1.20245,5.3,8
Rachel Getting Married,,2008-10-03,113.0,0,0,14.345428,6.1,163
The Postman Always Rings Twice,You Will Feel The Heat,1981-03-20,122.0,12000000,0,6.803763000000001,6.4,110
Girl with a Pearl Earring,Discover the mystery behind the legend.,2003-08-31,101.0,0,31466789,19.944479,6.4,377
Das Boot,When the hunters become the hunted,1981-09-16,149.0,14000000,85000000,26.967494,7.9,613
Sorority Boys,,2002-03-22,93.0,12000000,0,3.4445419999999998,4.6,47
About Time,What if every moment in life came with a second chance?,2013-08-16,123.0,0,87100449,74.81764100000001,7.8,2067
Arbitrage,Power is the best alibi.,2012-09-14,100.0,12000000,35485056,16.40512,6.1,294
Project Almanac,Today is better the second time around,2015-01-30,106.0,12000000,32248241,32.940597,6.4,933
Screwed,,2000-05-12,81.0,0,0,5.359381,4.9,23
Fortress,The high-tech prison thirty stories below ground. Built to withstand anything... Execpt an innocent man.,1992-09-30,95.0,8000000,6739141,8.708229,5.7,168
Celebrity,A funny look at people who will do anything to get famous... or stay famous.,1998-09-07,113.0,0,0,7.594593,6.0,111
Running with Scissors,Ever have one of those lives?,2006-10-27,116.0,12000000,6754898,4.770194999999999,5.8,78
Girl 6,"A fresh, sassy and sexy comedy!",1996-03-22,108.0,12000000,4939939,2.993939,5.7,16
In the Cut,Everything you know about desire is dead wrong.,2003-09-09,119.0,12000000,23,10.536092,4.6,89
Two Lovers,,2008-11-19,110.0,12000000,3148182,8.290636,6.6,154
Last Orders,,2001-09-10,109.0,0,0,3.6038419999999998,6.0,22
The Host,Monsters are real.,2006-07-27,119.0,11000000,88489643,27.65527,6.7,537
The Pursuit of D.B. Cooper,Who says you can't take it with you?,1981-11-13,100.0,0,0,1.379643,6.8,4
The Great Beauty,,2013-05-21,142.0,12400000,8371085,32.523573,7.3,720
The Dangerous Lives of Altar Boys,,2002-06-14,104.0,0,0,2.2488799999999998,6.4,53
Stoker,Innocence Ends.,2013-02-28,99.0,12000000,12077441,27.322212,6.5,882
2046,Are you still in the mood for love?,2004-05-20,129.0,12000000,19271312,12.664786999999999,6.9,206
Married Life,,2007-09-12,90.0,12000000,0,3.004432,6.1,38
Ondine,The truth is not what you know. It's what you believe.,2009-09-14,111.0,12000000,1644755,5.841285,6.5,84
Brother,Are You Japanese?,2000-09-09,114.0,12000000,15250000,5.327714,6.8,107
The Life Before Her Eyes,Your life can change in an instant. That instant can last forever.,2007-09-08,90.0,8000000,0,9.728143,6.1,88
Fateless,You can close your eyes. You can turn away. But you will never forget.,2005-02-10,140.0,0,0,1.906807,6.5,28
Breakfast of Champions,,1999-02-13,110.0,12000000,0,2.695896,5.2,28
City of Life and Death,,2009-04-22,132.0,12000000,10652498,4.793348,7.6,55
Space Battleship Yamato,,2010-12-01,131.0,12000000,11212294,5.158067,6.3,59
10 Days in a Madhouse,,2015-11-20,111.0,1200000,0,0.489271,4.3,5
A Tale of Three Cities,,2015-08-28,130.0,0,0,0.753362,6.3,5
Star Wars,"A long time ago in a galaxy far, far away...",1977-05-25,121.0,11000000,775398007,126.393695,8.1,6624
The Fighter,Every dream deserves a fighting chance.,2010-12-17,116.0,25000000,93617009,31.019381,7.2,1486
My Cousin Vinny,"Truth, Justice and the Gambini Way",1992-03-13,120.0,11000000,64088552,19.231507,7.3,384
St. Trinian's,Taking higher education to a new low.,2007-12-21,101.0,0,0,7.377586999999999,5.6,142
Dead Man Walking,,1995-12-29,122.0,11000000,39363635,15.864927999999999,7.3,337
Cruel Intentions,"In the game of seduction, There is only one rule: Never fall in love.",1999-03-05,97.0,10500000,75902208,23.449703,6.6,827
Saw VI,The Game Has Come Full Circle,2009-10-22,90.0,11000000,68233629,31.900899,6.0,722
Corky Romano,Undercover and Out The Way!,2001-10-12,86.0,11000000,23978402,3.4957580000000004,4.1,54
Brooklyn,"Two countries, two loves, one heart",2015-10-20,111.0,11000000,62076141,39.337949,7.2,1213
Barry Lyndon,At long last Redmond Barry became a gentleman - and that was his tragedy.,1975-12-18,184.0,11000000,20000000,29.543331,7.7,505
Out Cold,"They haven't quite figured it all out, but they're getting a little warmer.",2001-11-21,89.0,24000000,14782676,4.12064,5.8,53
Tomcats,The Last Man Standing Gets The Kitty.,2001-03-30,95.0,11000000,23430766,7.063053,4.9,74
Army of Darkness,Trapped in time. Surrounded by evil. Low on gas.,1992-10-09,81.0,11000000,0,33.758281,7.3,838
Slackers,When all else fails... cheat.,2002-02-01,86.0,14000000,6413915,9.371811,5.4,60
The Visual Bible: The Gospel of John,For God loved the world So much...,2003-09-11,125.0,10000000,4069090,3.2081720000000002,8.2,12
The Guru,"When he talks, women listen.",2002-08-21,91.0,0,0,4.093287999999999,5.1,75
The Perez Family,"On the way to finding a family, she found love.",1995-05-12,113.0,11000000,2832826,1.187671,6.6,9
Inside Llewyn Davis,,2013-10-06,105.0,11000000,32935319,36.319205,7.2,834
Return to the Blue Lagoon,"Return to the Romance, Return to the Adventure...",1991-08-02,98.0,11000000,2807854,9.705589,5.1,153
The Molly Maguires,,1970-01-27,124.0,11000000,2200000,1.3969850000000001,5.9,16
Copying Beethoven,,2006-09-10,104.0,11000000,0,5.062687,6.2,42
Brighton Rock,Love. Murder. Revenge.,2010-09-13,111.0,0,0,3.1221520000000003,5.6,35
Kabhi Alvida Naa Kehna,A Love.... That Broke All Relationships,2006-08-11,193.0,7400000,17000000,3.246903,6.1,42
The Last Days on Mars,The search for life is about to end.,2013-08-11,98.0,0,0,18.764453,5.2,302
2001: A Space Odyssey,An epic drama of adventure and exploration,1968-04-10,149.0,10500000,68700000,86.201184,7.9,2998
The Blue Butterfly,,2004-02-20,97.0,0,0,1.985552,6.8,6
September Dawn,,2007-05-17,110.0,11000000,0,3.6468480000000003,5.0,16
For Greater Glory - The True Story of Cristiada,The True Story of Cristiada,2012-06-01,145.0,12000000,9622846,5.759545,6.4,35
Misconduct,Ambition can be deadly,2016-02-05,106.0,11000000,0,10.016909,5.3,149
The Purge: Election Year,Keep America great,2016-06-29,105.0,10000000,118587880,53.727146,6.1,1306
She's All That,These two opposites attract... but EVERYONE'S trying to keep them apart!,1999-01-29,95.0,10000000,103166989,8.9876,5.7,418
Madea's Family Reunion,,2006-02-24,110.0,6000000,57231524,5.882208,6.0,77
The Color of Money,The Hustler isn't what he used to be. But he has the next best thing. A kid who is.,1986-10-07,119.0,13800000,52293982,17.3393,6.7,291
The Grudge,It never forgives. It never forgets.,2004-10-22,92.0,10000000,183474602,35.695442,5.8,865
Happy Gilmore,He doesn't play golf... he destroys it.,1996-02-16,92.0,12000000,41205099,26.598884,6.5,755
Recess: School's Out,Saving The World One Playground At A Time,2001-01-27,83.0,10000000,44460850,5.699058,6.6,67
Devil,Bad Things Happen For A Reason,2010-01-13,80.0,10000000,33583175,30.934688,5.8,816
Friday After Next,The party's back in the 'hood!,2002-11-22,85.0,20000000,33526835,7.499639,6.0,100
Insidious: Chapter 3,This is how you die,2015-06-04,97.0,10000000,104303851,45.946524,6.2,983
The Banger Sisters,Some friendships last forever... like it or not.,2002-09-20,98.0,10000000,0,6.015354,5.5,62
Road House,"Dalton lives like a loner, fights like a professional. And loves like there's no tomorrow.",1989-05-19,114.0,15000000,30050028,6.216203,6.3,252
A Low Down Dirty Shame,He's armed and dangerously funny.,1994-11-23,100.0,10000000,29392418,3.290639,6.0,31
Swimfan,His biggest fan just became his worst nightmare.,2002-09-06,84.0,8500000,34411240,4.844451,5.0,70
Employee of the Month,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work",2006-10-06,103.0,12000000,38368909,9.559737,5.3,153
The Dead Zone,"In his mind, he has the power to see the future. In his hands, he has the power to change it.",1983-10-21,103.0,10000000,20766616,16.785120000000003,6.9,311
Sinister 2,"Be careful, children at play.",2015-08-19,97.0,10000000,52882018,26.090495,5.4,581
Valentine,Remember that kid everyone ignored on Valentine’s Day? - He remembers you.,2001-02-01,96.0,0,0,5.904126,5.0,114
Sugar Hill,He wanted power. He wanted revenge. Now he just wants out.,1994-02-25,123.0,0,0,2.580808,5.2,13
The Second Best Exotic Marigold Hotel,,2015-02-26,122.0,10000000,85978266,17.592299,6.3,272
Kung Pow: Enter the Fist,,2002-01-25,81.0,0,0,8.288813000000001,6.1,159
Tremors,The monster movie that breaks new ground.,1990-01-19,96.0,11000000,48572000,32.579696999999996,6.6,864
Mud,,2013-05-01,130.0,10000000,21587700,17.663353,7.0,1068
My Week with Marilyn,,2011-10-17,99.0,6400000,35057696,21.006078,6.6,406
The Matador,A hitman and a salesman walk into a bar...,2005-05-12,96.0,10000000,17297244,5.647538,6.2,136
Love Jones,Get Together. Fall Apart. Start Over.,1997-03-14,104.0,10000000,0,1.000178,8.1,12
The Gift,Not every gift is welcome.,2015-07-30,108.0,5000000,58978653,27.247013,6.7,1049
End of the Spear,,2005-12-02,108.0,0,0,1.83428,6.1,15
Get Over It,"Young, Free And Single. Again.",2001-03-08,87.0,10000000,0,11.592129,5.5,75
Drop Dead Gorgeous,The battle between the good and the bad is bound to get ugly.,1999-07-23,98.0,10000000,10571408,6.736274000000001,6.4,86
Big Eyes,She created it. He sold it. And they bought it.,2014-12-24,105.0,10000000,28883511,28.570173999999998,6.8,1196
Sleepover,The rules are set. The game is on.,2004-07-09,89.0,0,0,5.842299,5.3,101
MacGruber,He's the ultimate tool.,2010-05-21,90.0,10000000,6110000,14.038511999999999,5.1,179
Dirty Pretty Things,Every dream has its price.,2002-09-05,97.0,0,0,9.177896,6.8,131
Over Her Dead Body,She's passed on... But she's not moving on.,2008-02-01,95.0,10000000,0,12.067921,5.3,145
Cedar Rapids,Today is the first day... of the rest of his weekend.,2011-02-11,87.0,0,6861102,10.254807000000001,5.9,135
Teacher's Pet,A musical tail about one dog's dream of becoming a boy,2004-01-16,74.0,10000000,0,1.374409,5.5,2
The Red Violin,,1998-09-10,131.0,18000000,9495408,6.18869,7.3,99
Bad Words,The end justifies the means,2013-09-06,88.0,9500000,7800000,14.105392000000002,6.4,334
"Run, Fatboy, Run",Love. Commitment. Responsibility. There's nothing he won't run away from.,2007-09-06,100.0,10000000,33000000,14.905357,6.2,238
On the Line,,2001-10-26,85.0,0,0,3.084874,4.1,10
Rescue Dawn,A true story of survival... declassified.,2006-09-09,126.0,10000000,7177143,17.078656,6.9,336
I Am Love,,2009-09-05,120.0,0,0,5.355763,6.9,73
Atlas Shrugged Part II,Who is John Galt?,2012-10-12,112.0,0,0,4.725357,5.4,41
Romeo Is Bleeding,The story of a cop who wanted it bad and got it worse.,1993-09-13,100.0,11500000,3275585,4.850402,5.7,36
Crash,You think you know who you are. You have no idea.,2004-01-13,112.0,6500000,98410061,28.223163,7.2,1149
Peaceful Warrior,There are no ordinary moments.,2006-03-30,120.0,0,0,8.326131,7.3,90
The Forest,Everyone comes here looking for a way out,2016-01-07,95.0,10000000,40055439,19.865989000000003,4.8,448
Spider,The only thing worse than losing your mind... is finding it again.,2002-12-13,98.0,0,0,6.948401,6.4,168
Nicholas Nickleby,,2002-12-27,132.0,0,0,5.099923,6.8,49
Cecil B. Demented,Demented Forever!,2000-05-17,87.0,10000000,0,4.1760660000000005,6.2,51
Killer Joe,A Totally Deep-Fried Texas Redneck Trailer Park Murder Story.,2011-09-10,102.0,10000000,3665069,16.436177999999998,6.5,425
The Brothers Solomon,They want to put a baby in you.,2007-09-07,93.0,0,0,8.312153,4.9,46
"War, Inc.",When it comes to war... America means business,2008-04-28,106.0,5000000,1296184,6.265658999999999,5.6,86
The Brown Bunny,"I'm not going to be okay, Bud.",2004-08-27,93.0,10000000,0,3.4121620000000004,5.5,62
The Swindle,,1997-10-15,105.0,0,0,0.6279640000000001,6.4,5
Rosewater,,2014-11-07,103.0,0,0,5.75555,6.5,98
Imaginary Heroes,People are never who they seem to be.,2004-09-14,111.0,10000000,0,2.85283,6.3,29
High Heels and Low Lifes,They're not bad girls. They're just behaving that way.,2001-07-16,86.0,0,0,1.769593,6.4,12
Severance,The Company Is Making Cutbacks,2006-05-19,96.0,0,0,12.898984,6.4,169
Edmond,Every fear hides a wish.,2005-08-31,82.0,10000000,0,2.803642,6.0,50
Blood Done Sign My Name,No one changes the world alone.,2010-02-01,0.0,0,0,0.397341,6.0,5
"An Alan Smithee Film: Burn, Hollywood, Burn",,1998-02-20,86.0,10000000,45779,0.666218,3.0,9
Free Style,It's Time To Soar.,2008-12-24,94.0,0,140987,0.122874,5.8,4
Blonde Ambition,Small-town girl. Big-time dreams.,2007-12-21,93.0,10000000,0,3.064563,3.9,29
The Oxford Murders,There is no way of finding a single absolute truth,2008-01-18,107.0,14100000,0,9.318033,5.7,188
Eulogy,,2004-10-15,91.0,0,0,9.085482,6.4,34
White Noise 2: The Light,Sometimes they don't come back alone.,2007-01-05,99.0,0,0,6.814247,5.6,80
Beat the World,"Feel the beat, live the dream.",2011-06-10,91.0,10000000,0,2.873796,4.3,16
Fifty Dead Men Walking,,2008-09-10,117.0,0,0,4.481897,6.1,35
Jungle Shuffle,,2014-08-07,85.0,0,0,1.413934,6.5,1
Adam Resurrected,,2008-08-08,106.0,10000000,0,2.574014,6.4,22
It's a Wonderful Afterlife,Finding the right man can be murder,2010-05-07,99.0,0,0,1.259968,4.3,9
Good Intentions,,2010-03-09,85.0,0,0,0.304566,5.0,6
The Lost City,,2005-09-03,144.0,9600000,4386236,3.5885290000000003,6.0,24
Next Friday,The suburbs make the hood look good.,2000-01-12,98.0,11000000,59827328,9.337388,6.4,135
Poltergeist III,He's found her.,1988-06-10,98.0,10500000,14144000,11.225044,4.5,123
Heavy Metal,A Step Beyond Science Fiction,1981-08-07,90.0,9300000,0,12.928269,6.2,148
Into the Grizzly Maze,Hunt or be hunted.,2015-02-27,94.0,10000000,0,10.073144000000001,5.1,74
Alien,In space no one can hear you scream.,1979-05-25,117.0,11000000,104931801,94.184658,7.9,4470
The Texas Chain Saw Massacre,Who will survive and what will be left of them?,1974-10-01,83.0,85000,30859000,29.262427000000002,7.2,590
Detention,Cancel Your Future,2011-03-16,93.0,10000000,0,10.424596000000001,5.7,129
Child's Play,Chucky is one mean S.O.B.,1988-11-08,87.0,9000000,44196684,27.600842999999998,6.3,581
The Purge: Anarchy,"Welcome to America, where one night a year, all crime Is legal.",2014-07-17,104.0,9000000,108782847,82.975841,6.6,1954
Down to You,A new comedy about giving first love a second chance.,2000-01-21,91.0,9000000,0,3.269459,4.9,70
The Contender,Sometimes you can assassinate a leader without firing a shot.,2000-10-13,126.0,9000000,0,7.029126,6.7,60
Black Christmas,"This holiday season, the slay ride begins.",2006-12-25,84.0,9000000,21510851,4.134327,4.8,119
Henry V,The great adventure of a king who defied the odds to prove himself a man.,1989-10-05,137.0,9000000,0,4.641006,7.4,71
The Savages,,2007-01-19,114.0,0,0,5.663889,6.8,110
The Way of the Gun,,2000-09-08,119.0,8500000,19125401,8.775844000000001,6.4,100
The Ice Pirates,A totally SPACED adventure! ...You have to be there to see it.,1984-03-16,91.0,9000000,0,3.8106970000000002,5.7,49
